Id,Review,Sentiment
5214,great explanation real world example basic probability influential statistic rock solid,3
5215,make thinking,3
5216,useful help,3
5217,basic intro stats good starting either,3
5218,hey really fun learn statistic way great job,3
5219,helpful understanding foundation stats theory probability tutor effective delivery content even know_NEG stats_NEG,3
5220,basic material statistic exposed humor thank great course,3
5221,concept clearly explained loved,3
5222,awesome course beginner statistic clear example whatever teaching u love course,3
5223,tried statistic course far favorite excellent lecturer offer clear example,3
5224,warm congratulation team putting together statistic course scare_NEG course_NEG participants_NEG day_NEG one_NEG well_NEG paced_NEG well_NEG explained_NEG nice_NEG humorous_NEG cases_NEG step_NEG step_NEG explanations_NEG well_NEG done_NEG,3
5225,despite error quiz learned quite lot taking online course apparently course organiser overwhelmed success since react slowly comment made student discussion forum least error tackled immediately,3
5226,easy understand,3
5227,part interesting clear cumbersome slow pace professor sure_NEG diapers_NEG shit_NEG painting_NEG best_NEG examples_NEG,3
5228,well recorded video clear kind explanation interesting,3
5229,good course explanation made accessible understandable sometimes funny example learned many new thing despite finished course statistic university especially component helped greatly despite already experience module helpful oh great dutch accent :),3
5230,third week well explained sometimes may need watch video general satisfied think could good people want learn people want review,3
5231,good course polish statistic knowledge,3
5232,great course,3
5233,high quality course absolute beginner stats highly recommend,3
5234,course really awesome designed well look like lot effort taken team build course kudos everyone keep good work thank much,3
5235,nicely created get bit fast paced middle still well worth taking course,3
5236,good introductory course statistic probability course entertaining rigorous recommend course without hesitation beginner people want refresh knowledge skill basic statistic,3
5237,never thought_NEG would_NEG learn_NEG much_NEG quickly_NEG math_NEG course_NEG course_NEG moves_NEG fast_NEG able_NEG rewind_NEG videos_NEG repeat_NEG anything_NEG understand_NEG really_NEG helpful_NEG love_NEG learning_NEG ability_NEG take_NEG notes_NEG practice_NEG everything_NEG quizzes_NEG makes_NEG information_NEG stick_NEG,3
5238,cartoon animation used course really make statistic lot easier interesting however module especially later part probability explain_NEG concepts_NEG thoroughly_NEG however_NEG great_NEG place_NEG start_NEG also_NEG addition_NEG exercises_NEG great_NEG idea_NEG,2
5239,best course ever took far others,3
5240,informative good course beginner want explore basic statistic along lab ofcourse felt little tought tried lab finally got overall course informative would definitely recent want learn professor team university amsterdam conducting course,3
5241,like two lecturer,3
5242,five star without doubt useful exciting learning experience thanks instructional team,3
5243,overall great course provides basic statistic thorough intuitive way plus taste feel software special note amazing visualization presentation type error course material though shame everything else excellent,3
5244,great course easy funny example,3
5245,opinion course good way learn basic statistic think part statistic part could integrated order learn better use efficiently double time stated even though already familiar concept calculation feel like week subject gotten little explanation video supportive material maybe assignment make order check wether know understand material maybe could compare content way teaching duke university statistic course better_NEG course_NEG per_NEG se_NEG things_NEG differently_NEG whilst_NEG teaching_NEG stats_NEG,3
5246,awesome course friendly people want start learning practicing straight away,3
5247,always rough time mathematics way course structured make easy go pace watch video confusing first time work problem really felt like understand formula work consistent use exercise extremely useful well highly recommend course learning system people like never thought_NEG able_NEG grasp_NEG mathematics_NEG,3
5248,well taught complete statistic course,3
5249,great watching number telling information people though number slightly different sometimes thank,3
5250,dynamic enjoyable class great instructor combination theory hand exercise,3
5251,great course highly recommended,3
5252,course really well made foe beginner statistic relevant,3
5253,far nice course well explained clear enough followed even non mathematician well done,3
5254,loved much easy understand visual enjoyable explanation,3
5255,clear simple engaging three lesson fun looking forward start next session,3
5256,best course statistic least comparatively new recommend,3
5257,like course much far pacing excellent material well adjusted learner without much previous knowledge field,3
5258,good get intuition behind theory high level course,3
5259,wonderful teacher broken every concept example help clearing concept well,3
5260,lecturer well staff excellent making learning simple exciting interesting learned much statistic short time effectiveness efficiency thanks excellent work made university amsterdam proud stand tall,3
5261,good course nice illustration really support course,3
5262,good course someone background statistic instructor lucid cover lot week delve intuitive insight statistic advisable keep textbook handy undergoing course end good job university amsterdam,3
5263,puerile made example made data deeper_NEG treatment_NEG mathematics_NEG involved_NEG magic_NEG formula_NEG use_NEG approach_NEG mistakes_NEG including_NEG serious_NEG conceptual_NEG factual_NEG errors_NEG evident_NEG quizzes_NEG labs_NEG far_NEG better_NEG look_NEG data_NEG analysis_NEG statistical_NEG inference_NEG course_NEG duke_NEG course_NEG presented_NEG passionate_NEG statistics_NEG teacher_NEG covers_NEG material_NEG provides_NEG far_NEG better_NEG introduction_NEG course_NEG one_NEG stated_NEG purposes_NEG specialization_NEG clean_NEG way_NEG social_NEG scientists_NEG conduct_NEG science_NEG perceived_NEG scientists_NEG respect_NEG appears_NEG worst_NEG enemies_NEG social_NEG scientists_NEG social_NEG scientists_NEG,1
5264,carried excellent way,3
5265,good explanation plenty example,3
5266,great teaching subject thank,3
5267,absolutely great start statistic heavy_NEG time_NEG light_NEG amazingly_NEG curated_NEG course_NEG,3
5268,course beneficial explains theory clearly lively easily learn concept beside lab help language important,3
5269,inspiring course,3
5270,love main lecture statistic subject fun couple lecture mind clear time working statistic software name think would better require knowledge student_NEG like_NEG need_NEG weeks_NEG get_NEG use_NEG mean_NEG learn_NEG another_NEG software_NEG bad_NEG idea_NEG always_NEG like_NEG learn_NEG something_NEG new_NEG go_NEG moon_NEG mean_NEG basic_NEG statistics_NEG separated_NEG first_NEG basic_NEG statistic_NEG first_NEG basic_NEG statistic_NEG really_NEG enjoy_NEG class_NEG extra_NEG bit_NEG heavy_NEG,1
5271,great presentation easy understand good example way go,3
5272,course excellent comprehensive introduction stats challenging good way expectation set sufficiently high need grasp concept succeed excellent moon,3
5273,helpful,3
5274,magnetic course excellent professor wonderful support material presentation great link love,3
5275,working week course first four week well taught clear example tutorial make worth course rise far many course moon took complete able,3
5276,great comprehensive course,3
5277,great explanation clear example love story drawing good thought pedagogical concept,3
5278,great material teacher one best course found,3
5279,nicely done guy,3
5280,good course nice example carry good work,3
5281,clear awesome,3
5282,well put together,3
5283,loved presentation style simple way teach complex concept,3
5284,difficult subject made easy interesting wish exercise practise home order master concept,3
5285,best course statistic concept explained simple language beautiful visualization,3
5286,perfect material perfect instructor perfect course,3
5287,great class thank clear explanation,3
5288,great course innovative design great content organization great teacher didactic,3
5289,good lecture lab horrible take_NEG class_NEG,1
5290,fir week course already tell going incredibly useful learned lot especially love introduction,3
5291,best statistic course ever,3
5292,think note given lecture contain formula student need also quiz show correct answer completed cant_NEG figure_NEG questions_NEG wrong_NEG,2
5293,way much time devoted introducing definition way little time given student practicing review presenter accent constantly impeding instant recognition saying subtitle sometimes accurately_NEG represent_NEG saying_NEG sometimes_NEG misspellings_NEG makes_NEG even_NEG harder_NEG know_NEG saying_NEG student_NEG inundated_NEG formulas_NEG needed_NEG practiced_NEG even_NEG time_NEG write_NEG,1
5294,recently passed first week say awesome,3
5295,good course,3
5296,found course helpful understandable slide beautiful designed never learnt_NEG statistics_NEG way_NEG examples_NEG related_NEG daily_NEG life_NEG makes_NEG everything_NEG easier_NEG learn_NEG thank_NEG much_NEG works_NEG course_NEG university_NEG amsterdam_NEG,3
5297,clear video example easy follow,3
5298,interesting subject excellent presentation,3
5299,clear expectation lecture spaced nicely cover material overwhelming_NEG additionally_NEG analogies_NEG used_NEG convey_NEG principles_NEG clever_NEG helpful_NEG,3
5300,uniquely designed well written extremely informative,3
5301,good course excellent professor content accordance expectation,3
5302,helped open eye really great thank,3
5303,course simply amazing,3
5304,chris imply eas subject astronomy increasingly difficult subject matter course proceeds however methodical plain good way language video joy watch started course already interested amateur astronomy learned lot new thing technology methodology astronomy recommend anyone really interested astronomy prepared make insignificant_NEG commitment_NEG course_NEG nearly_NEG four_NEG months_NEG long_NEG time_NEG well_NEG spent_NEG opinion_NEG thank_NEG made_NEG course_NEG possible_NEG,3
5305,excellent course full fantastic information video would highly recommend anyone,3
5306,star class period,3
5307,great course,3
5308,enjoyed every minute satisfied curiosity learning,3
5309,really enjoyed course accessible fun learned much,3
5310,easy understand ideal course open account astronomy,3
5311,acquiring master degree beginning work doctorate found course taught many course taken person astronomy exploring space time well designed taught,3
5312,course well structured touch large range topic professor imply make lecture material interesting simplified complex theory concept however textbook need updated recent event,3
5313,love astrophysics sir please add course,3
5314,excellent program starting world astronomy great pleasure experience chris work must,3
5315,imply skilled covering broad range topic science part astronomy slide clear transcript helped reinforce information although probably done vocalization software many sentence fragment actual word etc see_NEG date_NEG done_NEG would_NEG guess_NEG course_NEG constructed_NEG information_NEG certainly_NEG current_NEG,3
5316,certainly loved professor lead every step aspect astronomy charisma,3
5317,excellent course content learned lot field way always curious knew little highly recommended,3
5318,good course load information brough way even understand,3
5319,great class,3
5320,one best course around graduate_NEG course_NEG teach_NEG secret_NEG physics_NEG compact_NEG vivid_NEG presentation_NEG gives_NEG great_NEG overview_NEG field_NEG exciting_NEG things_NEG come_NEG,3
5321,great course great professor,3
5322,interesting course learn plenty new thing might imagine funny video time time recommend everybody,3
5323,enjoyed learning lot astronomy stuff,3
5324,vastly enriching experience thanks prof imply team course allowing knowledge idea experienced across world,3
5325,great course know universe,3
5326,amazing course fascinating engaging well documented illustrated original activity challenging subject matter hesitate_NEG enroll_NEG,3
5327,grasp beauty life world around getting deep knowledge astronomy course great english pronunciation teacher nice test good looking peer assessment future session,3
5328,enjoyed lot learning many subject topic astronomy help get wide view astronomy science learn fundamental,3
5329,well balanced term content informative course excellent job formulating complex concept digestible form thank,3
5330,really interesting exactly right level thanks teacher clear manages communicate enthusiasm,3
5331,clear explanation even foreigner lot interesting interactive material course fit also absolute beginner like interesting lecture continue watch online conference prof great pleasure thanks lot lot fun,3
5332,course excellent prof excellent retired nurse took course lifelong interest astronomy science unknown complaint could complete_NEG last_NEG quiz_NEG could_NEG get_NEG micro_NEG observatory_NEG work_NEG mac_NEG os_NEG husband_NEG computer_NEG engineer_NEG could_NEG get_NEG work_NEG computer_NEG either_NEG disappointing_NEG,3
5333,nice something improve mix quiz video videos_NEG first_NEG quizzes_NEG,3
5334,found course informative enjoyable demanding term time still catching text learning even completing course recommend anyone interested learning astronomy present chris effective teacher lecture presentation interesting informative,3
5335,really good course learning amazing thing universe favorite part opportunity pose question directly professor imply youtube session,3
5336,well exceeded expectation lot science yet never dry_NEG boring_NEG,3
5337,happy completed course able learn lot various aspect astronomy especially galaxy globular cluster object call attention able read much material provided thank kindness making material available watched video professor chris able follow well due availability subtitle english important interview could follow_NEG completely_NEG lack_NEG subtitles_NEG great_NEG opportunity_NEG likes_NEG astronomy_NEG distance_NEG live_NEG great_NEG centers_NEG study_NEG difficult_NEG access_NEG good_NEG reliable_NEG information_NEG grateful_NEG congratulate_NEG institution_NEG making_NEG course_NEG available_NEG,3
5338,excellent course learning basic astronomy amongst others cover subject history astronomy sun solar system comet galaxy quasar pulsar black hole course us video clearly explain various topic sheet additional reading material provided,3
5339,best astronomy course,3
5340,fantastic thanks,3
5341,good clear explanation end became difficult since involved opened ey slide old fashioned,3
5342,depth interesting imply good lecturer video provided packed information highly recommend course,3
5343,opinion course really useful people extreme interest astronomy also curious people want explore massive universe one people addition really happy found website surfing thank program really rightful lot question always held mind know lighted lot,3
5344,really good course would recommend,3
5345,loved course make future thanks course university arizona especially professor chris imply awesome,3
5346,amazing course top notch teaching,3
5347,brilliant course recommend anyone would like know bit universe live,3
5348,thank much excellent course definitely one best astronomy course done far,3
5349,first year master software engineering also really curious kid search interesting course related astronomy found one although half way course state compelling course taken course since knowledge scientific method physic topic talked course much_NEG astronomy_NEG find_NEG course_NEG tailored_NEG especially_NEG taking_NEG account_NEG course_NEG right_NEG spot_NEG popular_NEG knowledge_NEG little_NEG bit_NEG science_NEG engineering_NEG prof_NEG imply_NEG excellent_NEG explaining_NEG even_NEG amazing_NEG points_NEG :)_NEG,3
5350,fantastic course anyone interested astronomy,3
5351,good one detailed much video clip television etc avoid,3
5352,great course easy follow excellent teacher,3
5353,wonderful course time repeat thank much prof chris imply given much insight keep touch best regard bob,3
5354,professor imply cover extensive subject using clear instigating language assignment task proposed help lot comprehension make search information one best online course already congratulation professor imply team produced available material,3
5355,good introductory course astronomy extends even intermediate astronomy highly recommend,3
5356,enjoyable informative course thoroughly recommended,3
5357,astronomy course exceeded expectation learned great deal video lecture textbook surprised preparing essay question also good source added knowledge researching assignment indebted chris imply excellent lecture course everything well presented explained well could get_NEG understand_NEG much_NEG last_NEG lesson_NEG life_NEG universe_NEG summary_NEG great_NEG course_NEG recommend_NEG without_NEG reservations_NEG kudos_NEG thanks_NEG chris_NEG imply_NEG,3
5358,took survey hopefully continue course enjoy learning astronomy taken course hope continue problem computer understand format best like learn subject,3
5359,wonderful experience recommended,3
5360,good course love astronomy difficult butt helpful course gain good percentage,3
5361,great course cover lot fascinating topic professor imply great job presenting material thanks lot interesting course,3
5362,informative systematically planned course,3
5363,great beginner astronomy class instructor detailed plenty video chart animation eat extra help,3
5364,great course presented way exciting easy follow perfect beginning astronomy great refresher experience,3
5365,perfect course want fresh start field astronomy need thorough revision important basic concept field definitely helped revision,3
5366,really good,3
5367,really nice,3
5368,wonderful insight delivery instructor visual material helpful comprehension well done,3
5369,simply fantastic course,3
5370,give knowledge make better,3
5371,great course really interesting live session excellent,3
5372,teacher one best ever seen truly expert field science,3
5373,nice course well planned mistake overall would recommend course anyone interested astronomy,3
5374,course bad come unto week chris imply knowledgeable good course structure poor leaf lot desired would venture make suggestion restrict video max minute make one sleepy reduce number video module max say instead chris expound like audio reading please include slide picture table matter learnt becomes self evident chris speak_NEG much_NEG good_NEG example_NEG course_NEG global_NEG financial_NEG crisis_NEG also_NEG currently_NEG feel_NEG material_NEG course_NEG studied_NEG achieve_NEG objectives_NEG divide_NEG course_NEG two_NEG parts_NEG astronomy_NEG exploring_NEG time_NEG space_NEG part_NEG ii_NEG written_NEG assignments_NEG simple_NEG require_NEG mental_NEG resources_NEG memory_NEG make_NEG questions_NEG challenging_NEG example_NEG telescopes_NEG assignment_NEG ask_NEG question_NEG like_NEG addition_NEG alabama_NEG chile_NEG using_NEG google_NEG earth_NEG parts_NEG globe_NEG may_NEG suitable_NEG installation_NEG ground_NEG based_NEG telescopes_NEG deviate_NEG blurring_NEG effect_NEG atmosphere_NEG discuss_NEG possibility_NEG high_NEG altitude_NEG balloon_NEG based_NEG telescopes_NEG feel_NEG fact_NEG since_NEG today_NEG mobile_NEG phones_NEG high_NEG computing_NEG ability_NEG components_NEG used_NEG make_NEG low_NEG cost_NEG space_NEG based_NEG telescopes_NEG kudos_NEG chris_NEG team_NEG whole_NEG knowledge_NEG wise_NEG good_NEG course_NEG,1
5375,thank much really enjoyed course,3
5376,many lecture recorded year ago information still great little follow research web get caught,3
5377,excellent beyond word learned much became motivated continue exploration fascinating subject best tutor one hope chris imply,3
5378,well prepared laid informative,3
5379,great conceptual level overview many topic related space astronomy highly recommended,3
5380,good full interesting information,3
5381,great course open mind broader perspective,3
5382,learning astronomy ever truly fun,3
5383,great course,3
5384,looking forward receive information,3
5385,excellent course highly recommended,3
5386,broad cover field well explained wish thank,3
5387,excellent insight current state astronomy,3
5388,amazing subject well taught professor imply much fun way presented lot nice multimedia material also lot hard work complete course,3
5389,great course professor imply wonderful job explaining topic keeping interesting highly recommend parallel book topic began,3
5390,brilliant course excellent balance hard easier topic well delivered staff interesting course like please,3
5391,excellent course learnt great deal found course easy follow broken bite size chunk quiz coursework reinforced learning would recommend course anyone want learn universe,3
5392,actually love astronomy anything course contains favourite topic astronomy love course,3
5393,cannot certificate already pay,1
5394,course second course completed always nice learn people frontier work field teach thank course giving wonderful opportunity,3
5395,wonderful love,3
5396,boring,1
5397,exceptional course undergraduate student teach science amateur astronomer,3
5398,fantastic course well course material thoroughly enjoyable,3
5399,course perfect course every title video exam great opinion learning many new thing,3
5400,far one best course taken course amount material astounding great quality highly recommend course prepared work diploma however,3
5401,quite_NEG finished_NEG course_NEG yet_NEG far_NEG fascinating_NEG well_NEG done_NEG course_NEG team_NEG prof_NEG chris_NEG imply_NEG course_NEG leader_NEG,3
5402,although graduated faculty science first lesson evidence uncertainty imagination hypothesis completely new thanks lot especially chris imply,3
5403,great,3
5404,liked lot,3
5405,good course inviting scientific thought process evolve instead believing old story,3
5406,interesting course basic concept astronomy lot additional funny video slide thanks lot professor imply everybody created,3
5407,perfect intro astronomy beyond,3
5408,content course great prof imply great communicator course easy follow final chapter galaxy cosmology bit difficult due nature subject applaud prof dumb_NEG brushes_NEG difficult_NEG ans_NEG speculative_NEG subjects_NEG minor_NEG nuisance_NEG frequent_NEG songs_NEG funny_NEG videos_NEG interspersed_NEG course_NEG content_NEG would_NEG better_NEG separate_NEG main_NEG videos_NEG otherwise_NEG could_NEG easily_NEG skipped_NEG people_NEG lot_NEG time_NEG overall_NEG great_NEG course_NEG,3
5409,amazing course chris imply wonderful teacher lecture captivating level appropriate astronomy beginner quiz easy paying attention writing assignment consolidate material course made even interested subject since starting even gone beyond scope course done investigation definitely recommended,3
5410,learned load still learning prof chris imply awesome great teacher,3
5411,awesome course thank imply,3
5412,week found course attractive,3
5413,really like way video made literally like session wiv professor learnt lot process completing assignment also done nothing build_NEG love_NEG astronomy_NEG space_NEG even_NEG,3
5414,love well prepared accessible style course also enjoyed progressed building block style downloading watching many episode trying absorb information definitely take next time around thanks hard work,3
5415,thorough informative introduction field astronomy contains lot practical information everyone interested night sky use,3
5416,love course seriously_NEG cannot_NEG stop_NEG talking_NEG everyone_NEG meet_NEG degree_NEG chemistry_NEG teach_NEG earth_NEG science_NEG chemistry_NEG high_NEG school_NEG students_NEG knowledge_NEG science_NEG course_NEG par_NEG like_NEG adds_NEG little_NEG info_NEG going_NEG give_NEG chance_NEG bring_NEG stuff_NEG back_NEG students_NEG text_NEG book_NEG amazing_NEG videos_NEG point_NEG thanks_NEG great_NEG class_NEG,3
5417,informative,3
5418,though dont resources_NEG certificate_NEG great_NEG course_NEG continue_NEG start_NEG interest_NEG astronomy_NEG,3
5419,best course done course use animation video resource occasional humor way lecturer addressed topic simply amazing,3
5420,really overwhelming quantity information amazing presentation covering wide spectrum astronomy,3
5421,delivery material excellent informative interlaced,3
5422,get lot useful interesting knowledge professor explains everything well everybody understand,3
5423,bravo enjoying lecture immensely,3
5424,course cover lot interesting material astronomy ranging planet galaxy suitable beginner trouble math worry_NEG part_NEG course_NEG length_NEG video_NEG lectures_NEG short_NEG thus_NEG getting_NEG distracted_NEG lecture_NEG easy_NEG,3
5425,provides lot new point view knowledge broad eye view appreciate astonishing new idea concept,3
5426,excellent presentation chris imply didactic explanation among best best_NEG course_NEG astronomy_NEG amateurs_NEG,3
5427,excellent course broad coverage topic presented relatively sophisticated conceptual level still easy understand requiring little math great starting point getting comprehensive overview astronomy current stage development insight future direction,3
5428,awesome,3
5429,week first week absolutely fascinating come bac end final score,3
5430,good explanation topic,3
5431,excellent course order start career professional journalist thank,3
5432,excellent opportunity show skill set learned returning journalist knocked rust picked new skill deadline live industry help get acquainted performing work tight schedule class along offered su journalism specialization course give need get foot door,3
5433,overall course great wish timeline little clearer get go rush end realize_NEG week_NEG finding_NEG sources_NEG week_NEG contacting_NEG week_NEG interviews_NEG etc_NEG su_NEG staff_NEG could_NEG given_NEG feedback_NEG final_NEG projects_NEG would_NEG another_NEG plus_NEG know_NEG difficult_NEG many_NEG students_NEG,3
5434,great course learn journalism,3
5435,thank sharing u guidance creating capstone project final course specialization journalism report news enjoyed much also time spent review peer objectively much enjoyed reading review going related writing study su course best regard monica monk,3
5436,excellent course excellent teacher key concept covered well,3
5437,learned lot felt final project significantly difficult work leading support_NEG could_NEG find_NEG access_NEG via_NEG class_NEG,3
5438,great,3
5439,great course deeper dive mobile development need know much unaided work considered,3
5440,good course need focus service,3
5441,move fast,3
5442,overall course valuable information although found pace bit fast covered enough get gradually_NEG building_NEG point_NEG assignment_NEG lab_NEG first_NEG struggle_NEG figuring_NEG skeleton_NEG code_NEG could_NEG provided_NEG bit_NEG comments_NEG tips_NEG guidance_NEG would_NEG recommend_NEG course_NEG someone_NEG least_NEG basic_NEG java_NEG programming_NEG background_NEG complete_NEG new_NEG developers_NEG,2
5443,like part course informative anyone new android development pacing good assignment well developed clear although found one really tricky side good course,3
5444,lectures_NEG services_NEG content_NEG providers_NEG two_NEG key_NEG components_NEG android_NEG system_NEG really_NEG disappointed_NEG,2
5445,think exercise could deep,3
5446,honestly find hard recommend course anyone first let note course cover quite advanced topic previous course specialization extra difficulty expected however main problem encountered video lecture particularly week course instructor rushed job explaining everything constantly giving u ton information jargon previously_NEG mentioned_NEG even_NEG examples_NEG fail_NEG give_NEG us_NEG insight_NEG need_NEG lectures_NEG external_NEG material_NEG given_NEG help_NEG us_NEG decipher_NEG professors_NEG saying_NEG wikipedia_NEG links_NEG saying_NEG course_NEG accompanied_NEG book_NEG honestly_NEG wanted_NEG learn_NEG bayesian_NEG statistics_NEG wikipedia_NEG could_NEG well_NEG skipped_NEG class_NEG main_NEG reason_NEG giving_NEG stars_NEG course_NEG instead_NEG labs_NEG quizzes_NEG even_NEG though_NEG could_NEG use_NEG polishing_NEG especially_NEG final_NEG lab_NEG indeed_NEG helpful_NEG much_NEG better_NEG job_NEG clarifying_NEG concepts_NEG presented_NEG feel_NEG want_NEG learn_NEG bayesian_NEG statistics_NEG look_NEG another_NEG course_NEG save_NEG money_NEG get_NEG good_NEG textbook_NEG,1
5447,difficult interesting,3
5448,course make valiant effort provide much coverage bayesian statistical method prior three course statistic specialization frequents statistical method lack supporting material reading text exercise directly paired lesson really hamper video quite informative catch_NEG material_NEG based_NEG strictly_NEG videos_NEG weekly_NEG quizzes_NEG bit_NEG frustrating_NEG,1
5449,first three course duke series superbly well done taken numerous course harvard john hopkins none compare_NEG quality_NEG execution_NEG first_NEG three_NEG duke_NEG courses_NEG series_NEG bayesian_NEG statistics_NEG much_NEG instruction_NEG course_NEG truly_NEG awful_NEG quality_NEG slides_NEG video_NEG still_NEG excellent_NEG teaching_NEG horrible_NEG vast_NEG amounts_NEG totally_NEG unexplained_NEG jargon_NEG extensive_NEG equations_NEG thrown_NEG students_NEG apparent_NEG assumption_NEG course_NEG review_NEG postdoctoral_NEG statistics_NEG students_NEG material_NEG beyond_NEG scope_NEG perspective_NEG students_NEG reasonably_NEG expected_NEG understand_NEG faculty_NEG members_NEG honest_NEG enough_NEG say_NEG rather_NEG pretending_NEG teach_NEG subject_NEG matter_NEG appreciate_NEG much_NEG duke_NEG faculty_NEG achieved_NEG first_NEG three_NEG courses_NEG treatment_NEG bayesian_NEG statistics_NEG suffered_NEG shameful_NEG,1
5450,good content sometimes get confusing,3
5451,easily worst course statistic specialization contrary earlier course competent taught teaching quality poor course main instructor unable explain going vagueness ambiguity almost impossible uninitiated resolve frustrating experience course would urgently need recording stand show huge disrespect student time effort,1
5452,great course specialization one disappointing content explained_NEG well_NEG videos_NEG labs_NEG fine_NEG sorry_NEG course_NEG seemed_NEG rushed_NEG great_NEG marketing_NEG bayesian_NEG approach_NEG consequence_NEG sure_NEG want_NEG capstone_NEG,2
5453,excellent content give different outlook bayesian stats,3
5454,sure challenging course far amazed statistical intuition fit bayesian approach get better result eager use concept new model job,3
5455,class assumes lot statistical knowledge background covered_NEG first_NEG three_NEG classes_NEG series_NEG much_NEG statistical_NEG terminology_NEG jargon_NEG used_NEG instructor_NEG felt_NEG like_NEG taking_NEG class_NEG another_NEG language_NEG constantly_NEG stop_NEG video_NEG google_NEG terminology_NEG used_NEG took_NEG lot_NEG grit_NEG finish_NEG class_NEG overall_NEG demoralizing_NEG negative_NEG experience_NEG,1
5456,would saved lot time knowing command used course took long figure thing like_NEG course_NEG,1
5457,good introduction bayesian concept course would benefit rethought design exercise,1
5458,good course,3
5459,course good bayesian statistic theory also teach lot coding skill really useful,3
5460,theis course substantially difficult three first one material scarce however must admit one course ever learnt,3
5461,bayesian stats broad topic learner would benefit material,3
5462,helpful however recourse_NEG recommend_NEG information_NEG reference_NEG textbook_NEG,3
5463,first course bayesian statistic really like step step help clarify lot concept frequents statistic,3
5464,material good however support_NEG instructors_NEG answer_NEG questions_NEG discussion_NEG forum_NEG,3
5465,good course need detail,2
5466,fast video short spend lot time summary,1
5467,theoretical unstructured,1
5468,first three class certification excellent course anything seems significant disconnect first three course probability inference linear regression fourth course bayesian strong_NEG statistics_NEG background_NEG felt_NEG first_NEG three_NEG classes_NEG certification_NEG challenged_NEG providing_NEG adequate_NEG level_NEG support_NEG thorough_NEG articulate_NEG examples_NEG pace_NEG perfect_NEG yet_NEG fourth_NEG course_NEG believe_NEG either_NEG needs_NEG bridge_NEG course_NEG prepares_NEG bayesian_NEG course_NEG material_NEG needs_NEG taught_NEG slower_NEG pace_NEG specific_NEG well_NEG presented_NEG examples_NEG framework_NEG work_NEG although_NEG able_NEG complete_NEG course_NEG find_NEG alternative_NEG source_NEG learn_NEG order_NEG really_NEG understand_NEG bayesian_NEG stats_NEG,1
5469,nice introduction bayesian statistic material level depth test assignment highly available beginner,3
5470,interesting formative start basic base theorem go beyond usual conjugate model beta binomial gamma poison bayesian linear regression base factor bayesian model averaging brief introduction mom provided really put position applying bayesian statistic real world application final test case good illustration minus part bayesian hypothesis testing particular barrett lindsey paradox bit rushed clear_NEG rest_NEG course_NEG really_NEG good_NEG course_NEG glad_NEG followed_NEG,3
5471,professor know good_NEG making_NEG concepts_NEG plain_NEG students_NEG strong_NEG background_NEG times_NEG would_NEG ask_NEG later_NEG provide_NEG enough_NEG explanations_NEG,1
5472,good introduction bayesian statistic interactive lab smackdown definitely requires thinking good math analytic background helpful,3
5473,great course clear instruction final peer review project clear expectation explanation,3
5474,get really frustrated tutor explain_NEG lots_NEG concept_NEG symbols_NEG materials_NEG,1
5475,found instructional video bit confusing difficult understand underlying methodology concept explained believe instructor assumed student rigorous understanding underlying calculus suggested course,2
5476,outstanding material may hardest level compared rest specialization course since base indeed high technical level detail worth great course detailed instructor,3
5477,course need much work instructor get offered public poorly assembled offer hardly comprehensible material resources_NEG turn_NEG reading_NEG material_NEG listed_NEG useful_NEG people_NEG already_NEG skilled_NEG bayesian_NEG statistics_NEG exercises_NEG worded_NEG even_NEG questions_NEG challenge_NEG understand_NEG quizzes_NEG contain_NEG material_NEG never_NEG mentioned_NEG lessons_NEG discussion_NEG forums_NEG left_NEG unanswered_NEG teaching_NEG staff_NEG reply_NEG negligent_NEG manner_NEG support_NEG merits_NEG major_NEG disappointment_NEG,1
5478,excellent introductory course,3
5479,two year ago completed mine course data analysis statistical inference quite impressed always hoped follow bayesian statistic really excited heard course topic finally created however attending course became disappointed mine nice job explaining thing teacher course talented_NEG slides_NEG videos_NEG quite_NEG useless_NEG teaching_NEG skip_NEG important_NEG steps_NEG without_NEG giving_NEG appropriate_NEG explanations_NEG also_NEG quite_NEG disappointed_NEG course_NEG pretty_NEG much_NEG focuses_NEG conjugate_NEG priors_NEG mom_NEG skimmed_NEG introduction_NEG mom_NEG questionable_NEG instead_NEG showing_NEG simple_NEG example_NEG mom_NEG squeezed_NEG topic_NEG bayesian_NEG model_NEG selection_NEG another_NEG point_NEG course_NEG really_NEG teach_NEG bayesian_NEG stats_NEG teaches_NEG call_NEG one_NEG liners_NEG like_NEG package_NEG stats_NEG bas_NEG package_NEG bas_NEG instead_NEG totally_NEG disappointing_NEG wish_NEG course_NEG would_NEG skim_NEG conjugate_NEG prior_NEG methods_NEG focus_NEG mom_NEG sampling_NEG methods_NEG teaching_NEG build_NEG interesting_NEG practically_NEG useful_NEG models_NEG using_NEG jags_NEG stan_NEG gym_NEG whatever_NEG anyone_NEG interested_NEG bayesian_NEG stats_NEG recommend_NEG reading_NEG bayesian_NEG data_NEG analysis_NEG using_NEG jags_NEG stan_NEG probabilistic_NEG programming_NEG bayesian_NEG methods_NEG hackers_NEG books_NEG actually_NEG cheaper_NEG course_NEG,1
